leaguePosition,team,player,ban1,ban2,ban3,ban4,ban5
lcsMID,Immortals,Insanity,LeBlanc,Thresh,Viego,Galio,Lucian
lcsMID,Immortals,Insanity,Lee Sin,Irelia,Lucian,Kled,Camille
lcsMID,Immortals,Insanity,Renekton,Irelia,Xin Zhao,Lee Sin,Gnar
lcsMID,Immortals,Insanity,Xin Zhao,Lucian,Renekton,Nautilus,Jayce
lcsMID,Immortals,Insanity,Xin Zhao,Gwen,Viego,Renekton,Gnar
lcsMID,Immortals,Insanity,Renekton,Varus,Gangplank,Ashe,Aphelios
lcsMID,Immortals,Insanity,Syndra,Xin Zhao,Thresh,Irelia,Lucian
lcsMID,Immortals,Insanity,Syndra,Diana,Xin Zhao,Orianna,LeBlanc
lcsMID,Immortals,Pretty,Gwen,Renekton,Thresh,Nautilus,Leona
lcsADC,Immortals,Raes,Renekton,Senna,Gwen,Syndra,Orianna
lcsADC,Immortals,Raes,Gnar,Varus,Udyr,Nocturne,Volibear
lcsADC,Immortals,Raes,Lucian,Renekton,Varus,Irelia,Xin Zhao
lcsADC,Immortals,Raes,Gwen,Renekton,Thresh,Nautilus,Leona
lcsADC,Immortals,Raes,Kalista,Karma,Renekton,Ezreal,Kai'Sa
lcsADC,Immortals,Raes,Gangplank,Lulu,Karma,Tahm Kench,Nautilus
lcsADC,Immortals,Raes,Nocturne,Lucian,Lulu,Viktor,Orianna
lcsADC,Immortals,Raes,Gwen,Akali,Xin Zhao,Olaf,Jayce
lcsADC,Immortals,Raes,Gwen,Akali,Xin Zhao,Lulu,Thresh
lcsADC,Immortals,Raes,Kalista,Lee Sin,Gwen,Kai'Sa,Lulu
lcsADC,Immortals,Raes,Varus,Lee Sin,Lulu,Lucian,Renekton
lcsADC,Immortals,Raes,Kalista,Akali,Xin Zhao,Ziggs,Lucian
lcsADC,Immortals,Raes,Xin Zhao,Gwen,Thresh,Alistar,Taric
lcsADC,Immortals,Raes,Xin Zhao,Nocturne,Thresh,Kalista,Karma
lcsADC,Immortals,Raes,Xin Zhao,Akali,Renekton,Volibear,LeBlanc
lcsADC,Immortals,Raes,Thresh,Akali,Lucian,Ryze,Leona
lcsADC,Immortals,Raes,Xin Zhao,Varus,Akali,Thresh,LeBlanc
lcsADC,Immortals,Raes,Xin Zhao,Lucian,Nocturne,Nautilus,LeBlanc
lcsADC,Immortals,Raes,Xin Zhao,Gwen,Irelia,Viktor,LeBlanc
lcsADC,Immortals,Raes,LeBlanc,Thresh,Viego,Galio,Lucian
lcsADC,Immortals,Raes,Lee Sin,Irelia,Lucian,Kled,Camille
lcsADC,Immortals,Raes,Renekton,Irelia,Xin Zhao,Lee Sin,Gnar
lcsADC,Immortals,Raes,Xin Zhao,Lucian,Renekton,Nautilus,Jayce
lcsADC,Immortals,Raes,Xin Zhao,Gwen,Viego,Renekton,Gnar
lcsADC,Immortals,Raes,Renekton,Varus,Gangplank,Ashe,Aphelios
lcsADC,Immortals,Raes,Syndra,Xin Zhao,Thresh,Irelia,Lucian
lcsADC,Immortals,Raes,Syndra,Diana,Xin Zhao,Orianna,LeBlanc
lcsTOP,Immortals,Revenge,Renekton,Senna,Gwen,Syndra,Orianna
lcsTOP,Immortals,Revenge,Gnar,Varus,Udyr,Nocturne,Volibear
lcsTOP,Immortals,Revenge,Lucian,Renekton,Varus,Irelia,Xin Zhao
lcsTOP,Immortals,Revenge,Gwen,Renekton,Thresh,Nautilus,Leona
lcsTOP,Immortals,Revenge,Kalista,Karma,Renekton,Ezreal,Kai'Sa
lcsTOP,Immortals,Revenge,Gangplank,Lulu,Karma,Tahm Kench,Nautilus
lcsTOP,Immortals,Revenge,Nocturne,Lucian,Lulu,Viktor,Orianna
lcsTOP,Immortals,Revenge,Gwen,Akali,Xin Zhao,Olaf,Jayce
lcsTOP,Immortals,Revenge,Gwen,Akali,Xin Zhao,Lulu,Thresh
lcsTOP,Immortals,Revenge,Kalista,Lee Sin,Gwen,Kai'Sa,Lulu
lcsTOP,Immortals,Revenge,Varus,Lee Sin,Lulu,Lucian,Renekton
lcsTOP,Immortals,Revenge,Kalista,Akali,Xin Zhao,Ziggs,Lucian
lcsTOP,Immortals,Revenge,Xin Zhao,Gwen,Thresh,Alistar,Taric
lcsTOP,Immortals,Revenge,Xin Zhao,Nocturne,Thresh,Kalista,Karma
lcsTOP,Immortals,Revenge,Xin Zhao,Akali,Renekton,Volibear,LeBlanc
lcsTOP,Immortals,Revenge,Thresh,Akali,Lucian,Ryze,Leona
lcsTOP,Immortals,Revenge,Xin Zhao,Varus,Akali,Thresh,LeBlanc
lcsTOP,Immortals,Revenge,Xin Zhao,Lucian,Nocturne,Nautilus,LeBlanc
lcsTOP,Immortals,Revenge,Xin Zhao,Gwen,Irelia,Viktor,LeBlanc
lcsTOP,Immortals,Revenge,LeBlanc,Thresh,Viego,Galio,Lucian
lcsTOP,Immortals,Revenge,Lee Sin,Irelia,Lucian,Kled,Camille
lcsTOP,Immortals,Revenge,Renekton,Irelia,Xin Zhao,Lee Sin,Gnar
lcsTOP,Immortals,Revenge,Xin Zhao,Lucian,Renekton,Nautilus,Jayce
lcsTOP,Immortals,Revenge,Xin Zhao,Gwen,Viego,Renekton,Gnar
lcsTOP,Immortals,Revenge,Renekton,Varus,Gangplank,Ashe,Aphelios
lcsTOP,Immortals,Revenge,Syndra,Xin Zhao,Thresh,Irelia,Lucian
lcsTOP,Immortals,Revenge,Syndra,Diana,Xin Zhao,Orianna,LeBlanc
lcsJG,Immortals,Xerxe,Renekton,Senna,Gwen,Syndra,Orianna
lcsJG,Immortals,Xerxe,Gnar,Varus,Udyr,Nocturne,Volibear
lcsJG,Immortals,Xerxe,Lucian,Renekton,Varus,Irelia,Xin Zhao
lcsJG,Immortals,Xerxe,Gwen,Renekton,Thresh,Nautilus,Leona
lcsJG,Immortals,Xerxe,Kalista,Karma,Renekton,Ezreal,Kai'Sa
lcsJG,Immortals,Xerxe,Gangplank,Lulu,Karma,Tahm Kench,Nautilus
lcsJG,Immortals,Xerxe,Nocturne,Lucian,Lulu,Viktor,Orianna
lcsJG,Immortals,Xerxe,Gwen,Akali,Xin Zhao,Olaf,Jayce
lcsJG,Immortals,Xerxe,Gwen,Akali,Xin Zhao,Lulu,Thresh
lcsJG,Immortals,Xerxe,Kalista,Lee Sin,Gwen,Kai'Sa,Lulu
lcsJG,Immortals,Xerxe,Varus,Lee Sin,Lulu,Lucian,Renekton
lcsJG,Immortals,Xerxe,Kalista,Akali,Xin Zhao,Ziggs,Lucian
lcsJG,Immortals,Xerxe,Xin Zhao,Gwen,Thresh,Alistar,Taric
lcsJG,Immortals,Xerxe,Xin Zhao,Nocturne,Thresh,Kalista,Karma
lcsJG,Immortals,Xerxe,Xin Zhao,Akali,Renekton,Volibear,LeBlanc
lcsJG,Immortals,Xerxe,Thresh,Akali,Lucian,Ryze,Leona
lcsJG,Immortals,Xerxe,Xin Zhao,Varus,Akali,Thresh,LeBlanc
lcsJG,Immortals,Xerxe,Xin Zhao,Lucian,Nocturne,Nautilus,LeBlanc
lcsJG,Immortals,Xerxe,Xin Zhao,Gwen,Irelia,Viktor,LeBlanc
lcsJG,Immortals,Xerxe,LeBlanc,Thresh,Viego,Galio,Lucian
lcsJG,Immortals,Xerxe,Lee Sin,Irelia,Lucian,Kled,Camille
lcsJG,Immortals,Xerxe,Renekton,Irelia,Xin Zhao,Lee Sin,Gnar
lcsJG,Immortals,Xerxe,Xin Zhao,Lucian,Renekton,Nautilus,Jayce
lcsJG,Immortals,Xerxe,Xin Zhao,Gwen,Viego,Renekton,Gnar
lcsJG,Immortals,Xerxe,Renekton,Varus,Gangplank,Ashe,Aphelios
lcsJG,Immortals,Xerxe,Syndra,Xin Zhao,Thresh,Irelia,Lucian
lcsJG,Immortals,Xerxe,Syndra,Diana,Xin Zhao,Orianna,LeBlanc
lckADC,KT Rolster,5kid,Renekton,Diana,Xin Zhao,Jayce,Gnar
lckADC,KT Rolster,5kid,Diana,Xin Zhao,Ziggs,Kog'Maw,Thresh
lckADC,KT Rolster,5kid,Kalista,Irelia,Diana,Orianna,Azir
lckADC,KT Rolster,5kid,Kalista,Ezreal,Diana,Zac,Olaf
lckADC,KT Rolster,5kid,Viego,Lucian,Ryze,Jayce,Rakan
lckADC,KT Rolster,5kid,Ryze,Kalista,Xin Zhao,Braum,Rakan
lckADC,KT Rolster,5kid,Xin Zhao,Renekton,Lee Sin,Wukong,Irelia
lckADC,KT Rolster,5kid,Kalista,Renekton,Jayce,Irelia,Ryze
lckADC,KT Rolster,5kid,Xin Zhao,Renekton,Thresh,LeBlanc,Wukong
lckADC,KT Rolster,5kid,Renekton,Thresh,Gnar,Rumble,Zac
lckADC,KT Rolster,5kid,Renekton,Thresh,Ryze,Rakan,Kalista
lckADC,KT Rolster,5kid,Renekton,Thresh,Ryze,Rakan,Gnar
lckADC,KT Rolster,5kid,Renekton,Ryze,Lee Sin,Gnar,Leona
lckADC,KT Rolster,5kid,Kalista,Gnar,Jayce,Irelia,Camille
lckADC,KT Rolster,5kid,Renekton,Ryze,Jayce,Syndra,Orianna
lckJG,KT Rolster,Blank,Thresh,Akali,Karma,Yasuo,Gnar
lckJG,KT Rolster,Blank,Rumble,Renekton,Thresh,Twisted Fate,Jayce
lckJG,KT Rolster,Blank,Thresh,Akali,Senna,Diana,Nidalee
lckJG,KT Rolster,Blank,Karma,Senna,Renekton,Gnar,Rell
lckJG,KT Rolster,Blank,Lucian,Renekton,Rumble,Rell,Gnar
lckJG,KT Rolster,Blank,Kalista,Volibear,Akali,Braum,Azir
lckJG,KT Rolster,Blank,Kalista,Volibear,Akali,Sett,Braum
lckJG,KT Rolster,Blank,Kalista,Volibear,Akali,Braum,Sett
lckJG,KT Rolster,Blank,Karma,Renekton,Lucian,Orianna,Jayce
lckJG,KT Rolster,Blank,Karma,Renekton,Lucian,Gragas,Orianna
lckJG,KT Rolster,Blank,Karma,Kalista,Renekton,Thresh,Jayce
lckJG,KT Rolster,Blank,Xin Zhao,Jinx,Akali,Varus,Tahm Kench
lckJG,KT Rolster,Blank,Xin Zhao,Akali,Renekton,Nocturne,Leona
lckJG,KT Rolster,Blank,Thresh,Renekton,Akali,Rakan,Gragas
lckJG,KT Rolster,Blank,Renekton,Akali,Rumble,Leona,Gragas
lckJG,KT Rolster,Blank,Renekton,Akali,Sett,Gnar,Jayce
lckJG,KT Rolster,Blank,Kalista,Lucian,Sett,Renekton,Nocturne
lckJG,KT Rolster,Blank,Kalista,Akali,Nocturne,Renekton,Azir
lckJG,KT Rolster,Blank,Kalista,Nocturne,Akali,Gwen,Azir
lckJG,KT Rolster,Blank,Gnar,Thresh,Akali,Tahm Kench,Alistar
lckJG,KT Rolster,Blank,Gnar,Thresh,Rumble,LeBlanc,Gragas
lckJG,KT Rolster,Blank,Nocturne,Akali,Ziggs,Rakan,Leona
lckJG,KT Rolster,Blank,Akali,Nocturne,Lucian,Rakan,Nautilus
lckJG,KT Rolster,Blank,Nocturne,Kalista,Gwen,Ziggs,Leona
lckJG,KT Rolster,Blank,Gnar,Varus,Akali,LeBlanc,Gwen
lckJG,KT Rolster,Blank,Gnar,Xin Zhao,Lucian,LeBlanc,Sett
lckJG,KT Rolster,Blank,Ziggs,Lee Sin,Nocturne,Leona,Twisted Fate
lckJG,KT Rolster,Blank,Ziggs,Lee Sin,Jayce,Gnar,Leona
lckJG,KT Rolster,Blank,Thresh,Ezreal,Diana,Nautilus,Braum
lckJG,KT Rolster,Blank,Thresh,Ezreal,Karma,Diana,Rumble
lckJG,KT Rolster,Blank,Renekton,Diana,Xin Zhao,Jayce,Gnar
lckJG,KT Rolster,Blank,Diana,Xin Zhao,Ziggs,Kog'Maw,Thresh
lckJG,KT Rolster,Blank,Kalista,Irelia,Diana,Orianna,Azir
lckJG,KT Rolster,Blank,Kalista,Ezreal,Diana,Zac,Olaf
lckJG,KT Rolster,Blank,Viego,Lucian,Ryze,Jayce,Rakan
lckJG,KT Rolster,Blank,Ryze,Kalista,Xin Zhao,Braum,Rakan
lckJG,KT Rolster,Blank,Xin Zhao,Renekton,Thresh,LeBlanc,Wukong
lckJG,KT Rolster,Blank,Renekton,Thresh,Ryze,Rakan,Kalista
lckJG,KT Rolster,Blank,Renekton,Thresh,Ryze,Rakan,Gnar
lckJG,KT Rolster,Blank,Kalista,Gnar,Jayce,Irelia,Camille
lckJG,KT Rolster,Blank,Renekton,Ryze,Jayce,Syndra,Orianna
lckTOP,KT Rolster,Doran,Thresh,Akali,Karma,Yasuo,Gnar
lckTOP,KT Rolster,Doran,Rumble,Renekton,Thresh,Twisted Fate,Jayce
lckTOP,KT Rolster,Doran,Thresh,Akali,Senna,Diana,Nidalee
lckTOP,KT Rolster,Doran,Karma,Senna,Renekton,Gnar,Rell
lckTOP,KT Rolster,Doran,Lucian,Renekton,Rumble,Rell,Gnar
lckTOP,KT Rolster,Doran,Kalista,Volibear,Akali,Braum,Azir
lckTOP,KT Rolster,Doran,Kalista,Volibear,Akali,Sett,Braum
lckTOP,KT Rolster,Doran,Kalista,Volibear,Akali,Braum,Sett
lckTOP,KT Rolster,Doran,Karma,Renekton,Lucian,Orianna,Jayce
lckTOP,KT Rolster,Doran,Karma,Renekton,Lucian,Gragas,Orianna
lckTOP,KT Rolster,Doran,Karma,Kalista,Renekton,Thresh,Jayce
lckTOP,KT Rolster,Doran,Xin Zhao,Jinx,Akali,Varus,Tahm Kench
lckTOP,KT Rolster,Doran,Xin Zhao,Akali,Renekton,Nocturne,Leona
lckTOP,KT Rolster,Doran,Thresh,Renekton,Akali,Rakan,Gragas
lckTOP,KT Rolster,Doran,Renekton,Akali,Rumble,Leona,Gragas
lckTOP,KT Rolster,Doran,Renekton,Akali,Sett,Gnar,Jayce
lckTOP,KT Rolster,Doran,Kalista,Lucian,Sett,Renekton,Nocturne
lckTOP,KT Rolster,Doran,Kalista,Akali,Nocturne,Renekton,Azir
lckTOP,KT Rolster,Doran,Kalista,Nocturne,Akali,Gwen,Azir
lckTOP,KT Rolster,Doran,Gnar,Thresh,Akali,Tahm Kench,Alistar
lckTOP,KT Rolster,Doran,Gnar,Thresh,Rumble,LeBlanc,Gragas
lckTOP,KT Rolster,Doran,Nocturne,Akali,Ziggs,Rakan,Leona
lckTOP,KT Rolster,Doran,Akali,Nocturne,Lucian,Rakan,Nautilus
lckTOP,KT Rolster,Doran,Nocturne,Kalista,Gwen,Ziggs,Leona
lckTOP,KT Rolster,Doran,Gnar,Xin Zhao,Akali,Braum,Renekton
lckTOP,KT Rolster,Doran,Gnar,Varus,Akali,LeBlanc,Gwen
lckTOP,KT Rolster,Doran,Gnar,Xin Zhao,Lucian,LeBlanc,Sett
lckTOP,KT Rolster,Doran,Ziggs,Lee Sin,Nocturne,Leona,Twisted Fate
lckTOP,KT Rolster,Doran,Ziggs,Lee Sin,Jayce,Gnar,Leona
lckTOP,KT Rolster,Doran,Thresh,Ezreal,Diana,Nautilus,Braum
lckTOP,KT Rolster,Doran,Thresh,Ezreal,Karma,Diana,Rumble
lckTOP,KT Rolster,Doran,Renekton,Diana,Xin Zhao,Jayce,Gnar
lckTOP,KT Rolster,Doran,Diana,Xin Zhao,Ziggs,Kog'Maw,Thresh
lckTOP,KT Rolster,Doran,Kalista,Irelia,Diana,Orianna,Azir
lckTOP,KT Rolster,Doran,Kalista,Ezreal,Diana,Zac,Olaf
lckTOP,KT Rolster,Doran,Viego,Lucian,Ryze,Jayce,Rakan
lckTOP,KT Rolster,Doran,Ryze,Kalista,Xin Zhao,Braum,Rakan
lckTOP,KT Rolster,Doran,Xin Zhao,Renekton,Lee Sin,Wukong,Irelia
lckTOP,KT Rolster,Doran,Kalista,Renekton,Jayce,Irelia,Ryze
lckTOP,KT Rolster,Doran,Xin Zhao,Renekton,Thresh,LeBlanc,Wukong
lckTOP,KT Rolster,Doran,Renekton,Thresh,Gnar,Rumble,Zac
lckTOP,KT Rolster,Doran,Renekton,Thresh,Ryze,Rakan,Kalista
lckTOP,KT Rolster,Doran,Renekton,Thresh,Ryze,Rakan,Gnar
lckTOP,KT Rolster,Doran,Renekton,Ryze,Lee Sin,Gnar,Leona
lckTOP,KT Rolster,Doran,Kalista,Gnar,Jayce,Irelia,Camille
lckTOP,KT Rolster,Doran,Renekton,Ryze,Jayce,Syndra,Orianna
lckMID,KT Rolster,Dove,Thresh,Akali,Karma,Yasuo,Gnar
lckMID,KT Rolster,Dove,Rumble,Renekton,Thresh,Twisted Fate,Jayce
lckMID,KT Rolster,Dove,Thresh,Akali,Senna,Diana,Nidalee
lckMID,KT Rolster,Dove,Karma,Senna,Renekton,Gnar,Rell
lckMID,KT Rolster,Dove,Lucian,Renekton,Rumble,Rell,Gnar
lckMID,KT Rolster,Dove,Kalista,Volibear,Akali,Braum,Azir
lckMID,KT Rolster,Dove,Kalista,Volibear,Akali,Sett,Braum
lckMID,KT Rolster,Dove,Kalista,Volibear,Akali,Braum,Sett
lckMID,KT Rolster,Dove,Karma,Renekton,Lucian,Orianna,Jayce
lckMID,KT Rolster,Dove,Karma,Renekton,Lucian,Gragas,Orianna
lckMID,KT Rolster,Dove,Karma,Kalista,Renekton,Thresh,Jayce
lckMID,KT Rolster,Dove,Xin Zhao,Jinx,Akali,Varus,Tahm Kench
lckMID,KT Rolster,Dove,Xin Zhao,Akali,Renekton,Nocturne,Leona
lckMID,KT Rolster,Dove,Thresh,Renekton,Akali,Rakan,Gragas
lckMID,KT Rolster,Dove,Renekton,Akali,Rumble,Leona,Gragas
lckMID,KT Rolster,Dove,Renekton,Akali,Sett,Gnar,Jayce
lckMID,KT Rolster,Dove,Kalista,Lucian,Sett,Renekton,Nocturne
lckMID,KT Rolster,Dove,Kalista,Akali,Nocturne,Renekton,Azir
lckMID,KT Rolster,Dove,Kalista,Nocturne,Akali,Gwen,Azir
lckMID,KT Rolster,Dove,Gnar,Thresh,Akali,Tahm Kench,Alistar
lckMID,KT Rolster,Dove,Gnar,Thresh,Rumble,LeBlanc,Gragas
lckMID,KT Rolster,Dove,Nocturne,Akali,Ziggs,Rakan,Leona
lckMID,KT Rolster,Dove,Akali,Nocturne,Lucian,Rakan,Nautilus
lckMID,KT Rolster,Dove,Nocturne,Kalista,Gwen,Ziggs,Leona
lckMID,KT Rolster,Dove,Gnar,Xin Zhao,Akali,Braum,Renekton
lckMID,KT Rolster,Dove,Gnar,Varus,Akali,LeBlanc,Gwen
lckMID,KT Rolster,Dove,Gnar,Xin Zhao,Lucian,LeBlanc,Sett
lckMID,KT Rolster,Dove,Ziggs,Lee Sin,Nocturne,Leona,Twisted Fate
lckMID,KT Rolster,Dove,Ziggs,Lee Sin,Jayce,Gnar,Leona
lckMID,KT Rolster,Dove,Thresh,Ezreal,Diana,Nautilus,Braum
lckMID,KT Rolster,Dove,Thresh,Ezreal,Karma,Diana,Rumble
lckMID,KT Rolster,Dove,Renekton,Diana,Xin Zhao,Jayce,Gnar
lckMID,KT Rolster,Dove,Diana,Xin Zhao,Ziggs,Kog'Maw,Thresh
lckMID,KT Rolster,Dove,Kalista,Irelia,Diana,Orianna,Azir
lckMID,KT Rolster,Dove,Kalista,Ezreal,Diana,Zac,Olaf
lckMID,KT Rolster,Dove,Viego,Lucian,Ryze,Jayce,Rakan
lckMID,KT Rolster,Dove,Ryze,Kalista,Xin Zhao,Braum,Rakan
lckMID,KT Rolster,Dove,Xin Zhao,Renekton,Lee Sin,Wukong,Irelia
lckMID,KT Rolster,Dove,Kalista,Renekton,Jayce,Irelia,Ryze
lckMID,KT Rolster,Dove,Xin Zhao,Renekton,Thresh,LeBlanc,Wukong
lckMID,KT Rolster,Dove,Renekton,Thresh,Gnar,Rumble,Zac
lckMID,KT Rolster,Dove,Renekton,Thresh,Ryze,Rakan,Kalista
lckMID,KT Rolster,Dove,Renekton,Thresh,Ryze,Rakan,Gnar
lckMID,KT Rolster,Dove,Kalista,Gnar,Jayce,Irelia,Camille
lckMID,KT Rolster,Dove,Renekton,Ryze,Jayce,Syndra,Orianna
lckJG,KT Rolster,GIDEON,Gnar,Xin Zhao,Akali,Braum,Renekton
lckJG,KT Rolster,GIDEON,Xin Zhao,Renekton,Lee Sin,Wukong,Irelia
lckJG,KT Rolster,GIDEON,Kalista,Renekton,Jayce,Irelia,Ryze
lckJG,KT Rolster,GIDEON,Renekton,Thresh,Gnar,Rumble,Zac
lckJG,KT Rolster,GIDEON,Renekton,Ryze,Lee Sin,Gnar,Leona
lckSUP,KT Rolster,Harp,Karma,Senna,Renekton,Gnar,Rell
lckSUP,KT Rolster,Harp,Lucian,Renekton,Rumble,Rell,Gnar
lckSUP,KT Rolster,Harp,Kalista,Volibear,Akali,Braum,Azir
lckSUP,KT Rolster,Harp,Kalista,Volibear,Akali,Sett,Braum
lckSUP,KT Rolster,Harp,Kalista,Volibear,Akali,Braum,Sett
lckSUP,KT Rolster,Harp,Karma,Renekton,Lucian,Orianna,Jayce
lckSUP,KT Rolster,Harp,Karma,Renekton,Lucian,Gragas,Orianna
lckSUP,KT Rolster,Harp,Karma,Kalista,Renekton,Thresh,Jayce
lckSUP,KT Rolster,Harp,Xin Zhao,Jinx,Akali,Varus,Tahm Kench
lckSUP,KT Rolster,Harp,Xin Zhao,Akali,Renekton,Nocturne,Leona
lckSUP,KT Rolster,Harp,Thresh,Renekton,Akali,Rakan,Gragas
lckSUP,KT Rolster,Harp,Renekton,Akali,Rumble,Leona,Gragas
lckSUP,KT Rolster,Harp,Renekton,Akali,Sett,Gnar,Jayce
lckSUP,KT Rolster,Harp,Kalista,Lucian,Sett,Renekton,Nocturne
lckSUP,KT Rolster,Harp,Kalista,Akali,Nocturne,Renekton,Azir
lckSUP,KT Rolster,Harp,Kalista,Nocturne,Akali,Gwen,Azir
lckSUP,KT Rolster,Harp,Gnar,Thresh,Akali,Tahm Kench,Alistar
lckSUP,KT Rolster,Harp,Gnar,Thresh,Rumble,LeBlanc,Gragas
lckSUP,KT Rolster,Harp,Nocturne,Akali,Ziggs,Rakan,Leona
lckSUP,KT Rolster,Harp,Akali,Nocturne,Lucian,Rakan,Nautilus
lckSUP,KT Rolster,Harp,Nocturne,Kalista,Gwen,Ziggs,Leona
lckSUP,KT Rolster,Harp,Gnar,Xin Zhao,Akali,Braum,Renekton
lckSUP,KT Rolster,Harp,Gnar,Varus,Akali,LeBlanc,Gwen
lckSUP,KT Rolster,Harp,Gnar,Xin Zhao,Lucian,LeBlanc,Sett
lckSUP,KT Rolster,Harp,Ziggs,Lee Sin,Nocturne,Leona,Twisted Fate
lckSUP,KT Rolster,Harp,Ziggs,Lee Sin,Jayce,Gnar,Leona
lckSUP,KT Rolster,Harp,Xin Zhao,Renekton,Lee Sin,Wukong,Irelia
lckSUP,KT Rolster,Harp,Kalista,Renekton,Jayce,Irelia,Ryze
lckADC,KT Rolster,Noah,Thresh,Akali,Karma,Yasuo,Gnar
lckADC,KT Rolster,Noah,Rumble,Renekton,Thresh,Twisted Fate,Jayce
lckADC,KT Rolster,Noah,Thresh,Akali,Senna,Diana,Nidalee
lckADC,KT Rolster,Noah,Karma,Senna,Renekton,Gnar,Rell
lckADC,KT Rolster,Noah,Lucian,Renekton,Rumble,Rell,Gnar
lckADC,KT Rolster,Noah,Kalista,Volibear,Akali,Braum,Azir
lckADC,KT Rolster,Noah,Kalista,Volibear,Akali,Sett,Braum
lckADC,KT Rolster,Noah,Kalista,Volibear,Akali,Braum,Sett
lckADC,KT Rolster,Noah,Karma,Renekton,Lucian,Orianna,Jayce
lckADC,KT Rolster,Noah,Karma,Renekton,Lucian,Gragas,Orianna
lckADC,KT Rolster,Noah,Karma,Kalista,Renekton,Thresh,Jayce
lckADC,KT Rolster,Noah,Xin Zhao,Jinx,Akali,Varus,Tahm Kench
lckADC,KT Rolster,Noah,Xin Zhao,Akali,Renekton,Nocturne,Leona
lckADC,KT Rolster,Noah,Thresh,Renekton,Akali,Rakan,Gragas
lckADC,KT Rolster,Noah,Renekton,Akali,Rumble,Leona,Gragas
lckADC,KT Rolster,Noah,Renekton,Akali,Sett,Gnar,Jayce
lckADC,KT Rolster,Noah,Kalista,Lucian,Sett,Renekton,Nocturne
lckADC,KT Rolster,Noah,Kalista,Akali,Nocturne,Renekton,Azir
lckADC,KT Rolster,Noah,Kalista,Nocturne,Akali,Gwen,Azir
lckADC,KT Rolster,Noah,Gnar,Thresh,Akali,Tahm Kench,Alistar
lckADC,KT Rolster,Noah,Gnar,Thresh,Rumble,LeBlanc,Gragas
lckADC,KT Rolster,Noah,Nocturne,Akali,Ziggs,Rakan,Leona
lckADC,KT Rolster,Noah,Akali,Nocturne,Lucian,Rakan,Nautilus
lckADC,KT Rolster,Noah,Nocturne,Kalista,Gwen,Ziggs,Leona
lckADC,KT Rolster,Noah,Gnar,Xin Zhao,Akali,Braum,Renekton
lckADC,KT Rolster,Noah,Gnar,Varus,Akali,LeBlanc,Gwen
lckADC,KT Rolster,Noah,Gnar,Xin Zhao,Lucian,LeBlanc,Sett
lckADC,KT Rolster,Noah,Ziggs,Lee Sin,Nocturne,Leona,Twisted Fate
lckADC,KT Rolster,Noah,Ziggs,Lee Sin,Jayce,Gnar,Leona
lckADC,KT Rolster,Noah,Thresh,Ezreal,Diana,Nautilus,Braum
lckADC,KT Rolster,Noah,Thresh,Ezreal,Karma,Diana,Rumble
lckMID,KT Rolster,Ucal,Renekton,Ryze,Lee Sin,Gnar,Leona
lckSUP,KT Rolster,Zzus,Thresh,Akali,Karma,Yasuo,Gnar
lckSUP,KT Rolster,Zzus,Rumble,Renekton,Thresh,Twisted Fate,Jayce
lckSUP,KT Rolster,Zzus,Thresh,Akali,Senna,Diana,Nidalee
lckSUP,KT Rolster,Zzus,Thresh,Ezreal,Diana,Nautilus,Braum
lckSUP,KT Rolster,Zzus,Thresh,Ezreal,Karma,Diana,Rumble
lckSUP,KT Rolster,Zzus,Renekton,Diana,Xin Zhao,Jayce,Gnar
lckSUP,KT Rolster,Zzus,Diana,Xin Zhao,Ziggs,Kog'Maw,Thresh
lckSUP,KT Rolster,Zzus,Kalista,Irelia,Diana,Orianna,Azir
lckSUP,KT Rolster,Zzus,Kalista,Ezreal,Diana,Zac,Olaf
lckSUP,KT Rolster,Zzus,Viego,Lucian,Ryze,Jayce,Rakan
lckSUP,KT Rolster,Zzus,Ryze,Kalista,Xin Zhao,Braum,Rakan
lckSUP,KT Rolster,Zzus,Xin Zhao,Renekton,Thresh,LeBlanc,Wukong
lckSUP,KT Rolster,Zzus,Renekton,Thresh,Gnar,Rumble,Zac
lckSUP,KT Rolster,Zzus,Renekton,Thresh,Ryze,Rakan,Kalista
lckSUP,KT Rolster,Zzus,Renekton,Thresh,Ryze,Rakan,Gnar
lckSUP,KT Rolster,Zzus,Renekton,Ryze,Lee Sin,Gnar,Leona
lckSUP,KT Rolster,Zzus,Kalista,Gnar,Jayce,Irelia,Camille
lckSUP,KT Rolster,Zzus,Renekton,Ryze,Jayce,Syndra,Orianna
lckJG,Liiv SANDBOX,Croco,Varus,Renekton,Sett,Nautilus,Diana
lckJG,Liiv SANDBOX,Croco,Varus,Sett,Karma,Nautilus,Azir
lckJG,Liiv SANDBOX,Croco,Karma,Renekton,Gnar,Aatrox,Nocturne
lckJG,Liiv SANDBOX,Croco,Karma,Renekton,Rumble,Leona,Alistar
lckJG,Liiv SANDBOX,Croco,Karma,Sett,Akali,Gnar,Nocturne
lckJG,Liiv SANDBOX,Croco,Karma,Lulu,Akali,Gnar,Leona
lckJG,Liiv SANDBOX,Croco,Karma,Lulu,Akali,Kalista,Varus
lckJG,Liiv SANDBOX,Croco,Karma,Kalista,Varus,Tahm Kench,Azir
lckJG,Liiv SANDBOX,Croco,Kalista,Varus,Ezreal,Diana,Gragas
