leaguePosition,team,player,ban1,ban2,ban3,ban4,ban5
lcsTOP,Golden Guardians,Solo,Renekton,Senna,Gwen,Alistar,Nautilus
lcsTOP,Golden Guardians,Solo,Senna,Renekton,Thresh,Gnar,Leona
lcsTOP,Golden Guardians,Solo,Lucian,Thresh,Karma,Braum,Akali
lcsTOP,Golden Guardians,Solo,Karma,Senna,Gwen,Nautilus,Leona
lcsTOP,Golden Guardians,Solo,Gwen,Lulu,Karma,Xin Zhao,Viego
lcsTOP,Golden Guardians,Solo,Lulu,Gwen,Akali,Braum,Sett
lcsTOP,Golden Guardians,Solo,Lulu,Gangplank,Karma,Thresh,Gwen
lcsTOP,Golden Guardians,Solo,Gwen,Akali,Xin Zhao,LeBlanc,Gnar
lcsTOP,Golden Guardians,Solo,Xin Zhao,Gwen,Akali,Tristana,Varus
lcsTOP,Golden Guardians,Solo,Karma,Rumble,Thresh,Tristana,Senna
lcsTOP,Golden Guardians,Solo,Akali,Thresh,Lee Sin,Varus,Tristana
lcsTOP,Golden Guardians,Solo,Xin Zhao,Lee Sin,Gwen,Rek'Sai,Gangplank
lcsTOP,Golden Guardians,Solo,Xin Zhao,Lee Sin,Ezreal,Aphelios,Varus
lcsTOP,Golden Guardians,Solo,Xin Zhao,Thresh,Diana,Leona,Lucian
lcsADC,Golden Guardians,Stixxay,Varus,Thresh,Renekton,Alistar,Nautilus
lcsADC,Golden Guardians,Stixxay,Renekton,Senna,Gwen,Alistar,Nautilus
lcsADC,Golden Guardians,Stixxay,Senna,Renekton,Thresh,Gnar,Leona
lcsADC,Golden Guardians,Stixxay,Lucian,Thresh,Karma,Braum,Akali
lcsADC,Golden Guardians,Stixxay,Karma,Senna,Gwen,Nautilus,Leona
lcsADC,Golden Guardians,Stixxay,Gwen,Lulu,Karma,Xin Zhao,Viego
lcsADC,Golden Guardians,Stixxay,Lulu,Gwen,Akali,Braum,Sett
lcsADC,Golden Guardians,Stixxay,Lulu,Gangplank,Karma,Thresh,Gwen
lcsADC,Golden Guardians,Stixxay,Gwen,Akali,Xin Zhao,LeBlanc,Gnar
lcsADC,Golden Guardians,Stixxay,Xin Zhao,Gwen,Akali,Tristana,Varus
lcsADC,Golden Guardians,Stixxay,Karma,Rumble,Thresh,Tristana,Senna
lcsADC,Golden Guardians,Stixxay,Akali,Thresh,Lee Sin,Varus,Tristana
lcsADC,Golden Guardians,Stixxay,Xin Zhao,Lee Sin,Gwen,Rek'Sai,Gangplank
lcsADC,Golden Guardians,Stixxay,Xin Zhao,Lee Sin,Ezreal,Aphelios,Varus
lcsADC,Golden Guardians,Stixxay,Xin Zhao,Thresh,Diana,Leona,Lucian
lcsADC,Golden Guardians,Stixxay,Akali,Thresh,LeBlanc,Varus,Tristana
lcsADC,Golden Guardians,Stixxay,Xin Zhao,Nocturne,Thresh,LeBlanc,Tristana
lcsADC,Golden Guardians,Stixxay,Nocturne,Xin Zhao,Gangplank,LeBlanc,Gnar
lcsADC,Golden Guardians,Stixxay,Irelia,Thresh,Tristana,Senna,Samira
lcsADC,Golden Guardians,Stixxay,Irelia,Renekton,Xin Zhao,Lee Sin,Tristana
lcsADC,Golden Guardians,Stixxay,Xin Zhao,Irelia,Olaf,Tristana,Sivir
lcsADC,Golden Guardians,Stixxay,Irelia,Lee Sin,Thresh,Leona,Sett
lcsADC,Golden Guardians,Stixxay,Jayce,Aphelios,Kalista,Olaf,Lee Sin
lcsADC,Golden Guardians,Stixxay,Irelia,Thresh,Xin Zhao,Camille,Leona
lcsADC,Golden Guardians,Stixxay,Irelia,Xin Zhao,Thresh,Lee Sin,Nautilus
lcsADC,Golden Guardians,Stixxay,Xin Zhao,Thresh,LeBlanc,Ryze,Renekton
lcsADC,Golden Guardians,Stixxay,Draven,Thresh,Lucian,Tahm Kench,Leona
lckJG,Hanwha Life Esports,Arthur,Lucian,Nocturne,Rumble,Gnar,Thresh
lckJG,Hanwha Life Esports,Arthur,Lucian,Nocturne,Thresh,Lee Sin,Udyr
lckJG,Hanwha Life Esports,Arthur,Varus,Azir,Nocturne,Karma,Bard
lckJG,Hanwha Life Esports,Arthur,Udyr,Renekton,Varus,Nautilus,Jayce
lckJG,Hanwha Life Esports,Arthur,Lucian,Xin Zhao,Renekton,Jayce,Nocturne
lckJG,Hanwha Life Esports,Arthur,Lulu,Nidalee,Karma,Gragas,Rakan
lckJG,Hanwha Life Esports,Arthur,Lulu,Nidalee,Karma,Varus,Kai'Sa
lckJG,Hanwha Life Esports,Arthur,Thresh,Karma,Varus,Ezreal,Alistar
lckJG,Hanwha Life Esports,Arthur,Karma,Thresh,Varus,Ezreal,Soraka
lckJG,Hanwha Life Esports,Arthur,Karma,Thresh,Varus,Gnar,LeBlanc
lckJG,Hanwha Life Esports,Arthur,Xin Zhao,Aphelios,Lucian,Varus,Senna
lckJG,Hanwha Life Esports,Arthur,Viego,Xin Zhao,Aphelios,Braum,Leona
lckJG,Hanwha Life Esports,Arthur,Viego,Xin Zhao,Lucian,Gnar,Aatrox
lckJG,Hanwha Life Esports,Arthur,Viego,Lucian,Kalista,Renekton,Jayce
lckJG,Hanwha Life Esports,Arthur,Viego,Lucian,Kalista,Jayce,Gangplank
lckJG,Hanwha Life Esports,Arthur,Nocturne,Viego,Xin Zhao,Aphelios,Azir
lckMID,Hanwha Life Esports,Chovy,Lucian,Kalista,Jayce,Rakan,Twisted Fate
lckMID,Hanwha Life Esports,Chovy,Kalista,Gwen,Lucian,Akali,Jayce
lckMID,Hanwha Life Esports,Chovy,Azir,Kalista,Ezreal,Gnar,Lee Sin
lckMID,Hanwha Life Esports,Chovy,Lulu,Kalista,Ezreal,Nautilus,Leona
lckMID,Hanwha Life Esports,Chovy,Lucian,Rumble,Nocturne,Thresh,Varus
lckMID,Hanwha Life Esports,Chovy,Renekton,Udyr,Lucian,Ezreal,Alistar
lckMID,Hanwha Life Esports,Chovy,Lucian,Nocturne,Rumble,Gnar,Thresh
lckMID,Hanwha Life Esports,Chovy,Lucian,Nocturne,Thresh,Lee Sin,Udyr
lckMID,Hanwha Life Esports,Chovy,Varus,Azir,Nocturne,Karma,Bard
lckMID,Hanwha Life Esports,Chovy,Udyr,Renekton,Varus,Nautilus,Jayce
lckMID,Hanwha Life Esports,Chovy,Lucian,Xin Zhao,Renekton,Jayce,Nocturne
lckMID,Hanwha Life Esports,Chovy,Viego,Varus,Renekton,Jayce,Gnar
lckMID,Hanwha Life Esports,Chovy,Viego,Varus,Renekton,Tahm Kench,Rell
lckMID,Hanwha Life Esports,Chovy,Viego,Varus,Gnar,Senna,Nautilus
lckMID,Hanwha Life Esports,Chovy,Lulu,Nidalee,Karma,Gragas,Rakan
lckMID,Hanwha Life Esports,Chovy,Lulu,Nidalee,Karma,Varus,Kai'Sa
lckMID,Hanwha Life Esports,Chovy,Thresh,Karma,Varus,Ezreal,Alistar
lckMID,Hanwha Life Esports,Chovy,Karma,Thresh,Varus,Ezreal,Soraka
lckMID,Hanwha Life Esports,Chovy,Karma,Thresh,Varus,Gnar,LeBlanc
lckMID,Hanwha Life Esports,Chovy,Xin Zhao,Aphelios,Lucian,Varus,Senna
lckMID,Hanwha Life Esports,Chovy,Viego,Xin Zhao,Aphelios,Braum,Leona
lckMID,Hanwha Life Esports,Chovy,Viego,Xin Zhao,Lucian,Gnar,Aatrox
lckMID,Hanwha Life Esports,Chovy,Viego,Lucian,Kalista,Renekton,Jayce
lckMID,Hanwha Life Esports,Chovy,Viego,Lucian,Kalista,Jayce,Gangplank
lckMID,Hanwha Life Esports,Chovy,Nocturne,Viego,Xin Zhao,Aphelios,Azir
lckMID,Hanwha Life Esports,Chovy,Nocturne,Viego,Xin Zhao,Gwen,Rell
lckMID,Hanwha Life Esports,Chovy,Nocturne,Viego,Diana,Rell,Alistar
lckMID,Hanwha Life Esports,Chovy,Kalista,Ryze,Viego,Lucian,Leona
lckMID,Hanwha Life Esports,Chovy,Kalista,Ryze,Viego,Varus,Aphelios
lckMID,Hanwha Life Esports,Chovy,Kalista,Varus,Ryze,Rumble,Gwen
lckMID,Hanwha Life Esports,Chovy,Kalista,Varus,Ryze,Sett,Gnar
lckMID,Hanwha Life Esports,Chovy,Kalista,Varus,LeBlanc,Ryze,Lee Sin
lckMID,Hanwha Life Esports,Chovy,Xin Zhao,Renekton,Viego,Irelia,Kindred
lckMID,Hanwha Life Esports,Chovy,Xin Zhao,Kalista,Gwen,Leona,Tahm Kench
lckMID,Hanwha Life Esports,Chovy,Viego,Diana,Xin Zhao,Jayce,Nidalee
lckMID,Hanwha Life Esports,Chovy,Viego,Diana,Xin Zhao,Ryze,Zac
lckMID,Hanwha Life Esports,Chovy,Xin Zhao,Ryze,Diana,LeBlanc,Zoe
lckMID,Hanwha Life Esports,Chovy,Gnar,Ryze,Lucian,Kalista,Ezreal
lckMID,Hanwha Life Esports,Chovy,Gnar,Diana,Ryze,Kennen,Syndra
lckMID,Hanwha Life Esports,Chovy,Xin Zhao,Diana,Irelia,Orianna,Camille
lckMID,Hanwha Life Esports,Chovy,Xin Zhao,Diana,Irelia,Trundle,Orianna
lckMID,Hanwha Life Esports,Chovy,Ryze,Irelia,Jayce,Syndra,Kennen
lckMID,Hanwha Life Esports,Chovy,Ryze,Jayce,Lee Sin,Aphelios,Trundle
lckADC,Hanwha Life Esports,Deft,Lucian,Kalista,Jayce,Rakan,Twisted Fate
lckADC,Hanwha Life Esports,Deft,Kalista,Gwen,Lucian,Akali,Jayce
lckADC,Hanwha Life Esports,Deft,Azir,Kalista,Ezreal,Gnar,Lee Sin
lckADC,Hanwha Life Esports,Deft,Lulu,Kalista,Ezreal,Nautilus,Leona
lckADC,Hanwha Life Esports,Deft,Lucian,Rumble,Nocturne,Thresh,Varus
lckADC,Hanwha Life Esports,Deft,Renekton,Udyr,Lucian,Ezreal,Alistar
lckADC,Hanwha Life Esports,Deft,Lucian,Nocturne,Rumble,Gnar,Thresh
lckADC,Hanwha Life Esports,Deft,Lucian,Nocturne,Thresh,Lee Sin,Udyr
lckADC,Hanwha Life Esports,Deft,Varus,Azir,Nocturne,Karma,Bard
lckADC,Hanwha Life Esports,Deft,Udyr,Renekton,Varus,Nautilus,Jayce
lckADC,Hanwha Life Esports,Deft,Lucian,Xin Zhao,Renekton,Jayce,Nocturne
lckADC,Hanwha Life Esports,Deft,Viego,Varus,Renekton,Jayce,Gnar
lckADC,Hanwha Life Esports,Deft,Viego,Varus,Renekton,Tahm Kench,Rell
lckADC,Hanwha Life Esports,Deft,Viego,Varus,Gnar,Senna,Nautilus
lckADC,Hanwha Life Esports,Deft,Lulu,Nidalee,Karma,Gragas,Rakan
lckADC,Hanwha Life Esports,Deft,Lulu,Nidalee,Karma,Varus,Kai'Sa
lckADC,Hanwha Life Esports,Deft,Thresh,Karma,Varus,Ezreal,Alistar
lckADC,Hanwha Life Esports,Deft,Karma,Thresh,Varus,Ezreal,Soraka
lckADC,Hanwha Life Esports,Deft,Karma,Thresh,Varus,Gnar,LeBlanc
lckADC,Hanwha Life Esports,Deft,Xin Zhao,Aphelios,Lucian,Varus,Senna
lckADC,Hanwha Life Esports,Deft,Viego,Xin Zhao,Aphelios,Braum,Leona
lckADC,Hanwha Life Esports,Deft,Viego,Xin Zhao,Lucian,Gnar,Aatrox
lckADC,Hanwha Life Esports,Deft,Viego,Lucian,Kalista,Renekton,Jayce
lckADC,Hanwha Life Esports,Deft,Viego,Lucian,Kalista,Jayce,Gangplank
lckADC,Hanwha Life Esports,Deft,Nocturne,Viego,Xin Zhao,Aphelios,Azir
lckADC,Hanwha Life Esports,Deft,Nocturne,Viego,Xin Zhao,Gwen,Rell
lckADC,Hanwha Life Esports,Deft,Nocturne,Viego,Diana,Rell,Alistar
lckADC,Hanwha Life Esports,Deft,Kalista,Ryze,Viego,Lucian,Leona
lckADC,Hanwha Life Esports,Deft,Kalista,Ryze,Viego,Varus,Aphelios
lckADC,Hanwha Life Esports,Deft,Kalista,Varus,Ryze,Rumble,Gwen
lckADC,Hanwha Life Esports,Deft,Kalista,Varus,Ryze,Sett,Gnar
lckADC,Hanwha Life Esports,Deft,Kalista,Varus,LeBlanc,Ryze,Lee Sin
lckADC,Hanwha Life Esports,Deft,Xin Zhao,Renekton,Viego,Irelia,Kindred
lckADC,Hanwha Life Esports,Deft,Xin Zhao,Kalista,Gwen,Leona,Tahm Kench
lckADC,Hanwha Life Esports,Deft,Viego,Diana,Xin Zhao,Jayce,Nidalee
lckADC,Hanwha Life Esports,Deft,Viego,Diana,Xin Zhao,Ryze,Zac
lckADC,Hanwha Life Esports,Deft,Xin Zhao,Ryze,Diana,LeBlanc,Zoe
lckADC,Hanwha Life Esports,Deft,Gnar,Ryze,Lucian,Kalista,Ezreal
lckADC,Hanwha Life Esports,Deft,Gnar,Diana,Ryze,Kennen,Syndra
lckADC,Hanwha Life Esports,Deft,Xin Zhao,Diana,Irelia,Orianna,Camille
lckADC,Hanwha Life Esports,Deft,Xin Zhao,Diana,Irelia,Trundle,Orianna
lckADC,Hanwha Life Esports,Deft,Ryze,Irelia,Jayce,Syndra,Kennen
lckADC,Hanwha Life Esports,Deft,Ryze,Jayce,Lee Sin,Aphelios,Trundle
lckTOP,Hanwha Life Esports,DuDu,Lucian,Rumble,Nocturne,Thresh,Varus
lckTOP,Hanwha Life Esports,DuDu,Renekton,Udyr,Lucian,Ezreal,Alistar
lckTOP,Hanwha Life Esports,DuDu,Lucian,Nocturne,Rumble,Gnar,Thresh
lckTOP,Hanwha Life Esports,DuDu,Lucian,Nocturne,Thresh,Lee Sin,Udyr
lckTOP,Hanwha Life Esports,DuDu,Varus,Azir,Nocturne,Karma,Bard
lckTOP,Hanwha Life Esports,DuDu,Udyr,Renekton,Varus,Nautilus,Jayce
lckTOP,Hanwha Life Esports,DuDu,Lucian,Xin Zhao,Renekton,Jayce,Nocturne
lckTOP,Hanwha Life Esports,DuDu,Viego,Varus,Renekton,Jayce,Gnar
lckTOP,Hanwha Life Esports,DuDu,Viego,Varus,Renekton,Tahm Kench,Rell
lckTOP,Hanwha Life Esports,DuDu,Viego,Varus,Gnar,Senna,Nautilus
lckTOP,Hanwha Life Esports,DuDu,Lulu,Nidalee,Karma,Gragas,Rakan
lckTOP,Hanwha Life Esports,DuDu,Lulu,Nidalee,Karma,Varus,Kai'Sa
lckTOP,Hanwha Life Esports,DuDu,Thresh,Karma,Varus,Ezreal,Alistar
lckTOP,Hanwha Life Esports,DuDu,Karma,Thresh,Varus,Ezreal,Soraka
lckTOP,Hanwha Life Esports,DuDu,Karma,Thresh,Varus,Gnar,LeBlanc
lckTOP,Hanwha Life Esports,DuDu,Xin Zhao,Aphelios,Lucian,Varus,Senna
lckTOP,Hanwha Life Esports,DuDu,Viego,Xin Zhao,Aphelios,Braum,Leona
lckTOP,Hanwha Life Esports,DuDu,Viego,Xin Zhao,Lucian,Gnar,Aatrox
lckTOP,Hanwha Life Esports,DuDu,Viego,Lucian,Kalista,Renekton,Jayce
lckTOP,Hanwha Life Esports,DuDu,Kalista,Ryze,Viego,Lucian,Leona
lckTOP,Hanwha Life Esports,DuDu,Kalista,Ryze,Viego,Varus,Aphelios
lckTOP,Hanwha Life Esports,Morgan,Lucian,Kalista,Jayce,Rakan,Twisted Fate
lckTOP,Hanwha Life Esports,Morgan,Kalista,Gwen,Lucian,Akali,Jayce
lckTOP,Hanwha Life Esports,Morgan,Azir,Kalista,Ezreal,Gnar,Lee Sin
lckTOP,Hanwha Life Esports,Morgan,Lulu,Kalista,Ezreal,Nautilus,Leona
lckTOP,Hanwha Life Esports,Morgan,Viego,Lucian,Kalista,Jayce,Gangplank
lckTOP,Hanwha Life Esports,Morgan,Nocturne,Viego,Xin Zhao,Aphelios,Azir
lckTOP,Hanwha Life Esports,Morgan,Nocturne,Viego,Xin Zhao,Gwen,Rell
lckTOP,Hanwha Life Esports,Morgan,Nocturne,Viego,Diana,Rell,Alistar
lckTOP,Hanwha Life Esports,Morgan,Kalista,Varus,Ryze,Rumble,Gwen
lckTOP,Hanwha Life Esports,Morgan,Kalista,Varus,Ryze,Sett,Gnar
lckTOP,Hanwha Life Esports,Morgan,Kalista,Varus,LeBlanc,Ryze,Lee Sin
lckTOP,Hanwha Life Esports,Morgan,Xin Zhao,Renekton,Viego,Irelia,Kindred
lckTOP,Hanwha Life Esports,Morgan,Xin Zhao,Kalista,Gwen,Leona,Tahm Kench
lckTOP,Hanwha Life Esports,Morgan,Viego,Diana,Xin Zhao,Jayce,Nidalee
lckTOP,Hanwha Life Esports,Morgan,Viego,Diana,Xin Zhao,Ryze,Zac
lckTOP,Hanwha Life Esports,Morgan,Xin Zhao,Ryze,Diana,LeBlanc,Zoe
lckTOP,Hanwha Life Esports,Morgan,Gnar,Ryze,Lucian,Kalista,Ezreal
lckTOP,Hanwha Life Esports,Morgan,Gnar,Diana,Ryze,Kennen,Syndra
lckTOP,Hanwha Life Esports,Morgan,Xin Zhao,Diana,Irelia,Orianna,Camille
lckTOP,Hanwha Life Esports,Morgan,Xin Zhao,Diana,Irelia,Trundle,Orianna
lckTOP,Hanwha Life Esports,Morgan,Ryze,Irelia,Jayce,Syndra,Kennen
lckTOP,Hanwha Life Esports,Morgan,Ryze,Jayce,Lee Sin,Aphelios,Trundle
lckSUP,Hanwha Life Esports,Vsta,Lucian,Kalista,Jayce,Rakan,Twisted Fate
lckSUP,Hanwha Life Esports,Vsta,Kalista,Gwen,Lucian,Akali,Jayce
lckSUP,Hanwha Life Esports,Vsta,Azir,Kalista,Ezreal,Gnar,Lee Sin
lckSUP,Hanwha Life Esports,Vsta,Lulu,Kalista,Ezreal,Nautilus,Leona
lckSUP,Hanwha Life Esports,Vsta,Lucian,Rumble,Nocturne,Thresh,Varus
lckSUP,Hanwha Life Esports,Vsta,Renekton,Udyr,Lucian,Ezreal,Alistar
lckSUP,Hanwha Life Esports,Vsta,Lucian,Nocturne,Rumble,Gnar,Thresh
lckSUP,Hanwha Life Esports,Vsta,Lucian,Nocturne,Thresh,Lee Sin,Udyr
lckSUP,Hanwha Life Esports,Vsta,Varus,Azir,Nocturne,Karma,Bard
lckSUP,Hanwha Life Esports,Vsta,Udyr,Renekton,Varus,Nautilus,Jayce
lckSUP,Hanwha Life Esports,Vsta,Lucian,Xin Zhao,Renekton,Jayce,Nocturne
lckSUP,Hanwha Life Esports,Vsta,Viego,Varus,Renekton,Jayce,Gnar
lckSUP,Hanwha Life Esports,Vsta,Viego,Varus,Renekton,Tahm Kench,Rell
lckSUP,Hanwha Life Esports,Vsta,Viego,Varus,Gnar,Senna,Nautilus
lckSUP,Hanwha Life Esports,Vsta,Lulu,Nidalee,Karma,Gragas,Rakan
lckSUP,Hanwha Life Esports,Vsta,Lulu,Nidalee,Karma,Varus,Kai'Sa
lckSUP,Hanwha Life Esports,Vsta,Thresh,Karma,Varus,Ezreal,Alistar
lckSUP,Hanwha Life Esports,Vsta,Karma,Thresh,Varus,Ezreal,Soraka
lckSUP,Hanwha Life Esports,Vsta,Karma,Thresh,Varus,Gnar,LeBlanc
lckSUP,Hanwha Life Esports,Vsta,Xin Zhao,Aphelios,Lucian,Varus,Senna
lckSUP,Hanwha Life Esports,Vsta,Viego,Xin Zhao,Aphelios,Braum,Leona
lckSUP,Hanwha Life Esports,Vsta,Viego,Xin Zhao,Lucian,Gnar,Aatrox
lckSUP,Hanwha Life Esports,Vsta,Viego,Lucian,Kalista,Renekton,Jayce
lckSUP,Hanwha Life Esports,Vsta,Viego,Lucian,Kalista,Jayce,Gangplank
lckSUP,Hanwha Life Esports,Vsta,Nocturne,Viego,Xin Zhao,Aphelios,Azir
lckSUP,Hanwha Life Esports,Vsta,Nocturne,Viego,Xin Zhao,Gwen,Rell
lckSUP,Hanwha Life Esports,Vsta,Nocturne,Viego,Diana,Rell,Alistar
lckSUP,Hanwha Life Esports,Vsta,Kalista,Ryze,Viego,Lucian,Leona
lckSUP,Hanwha Life Esports,Vsta,Kalista,Ryze,Viego,Varus,Aphelios
lckSUP,Hanwha Life Esports,Vsta,Kalista,Varus,Ryze,Rumble,Gwen
lckSUP,Hanwha Life Esports,Vsta,Kalista,Varus,Ryze,Sett,Gnar
lckSUP,Hanwha Life Esports,Vsta,Kalista,Varus,LeBlanc,Ryze,Lee Sin
lckSUP,Hanwha Life Esports,Vsta,Xin Zhao,Renekton,Viego,Irelia,Kindred
lckSUP,Hanwha Life Esports,Vsta,Xin Zhao,Kalista,Gwen,Leona,Tahm Kench
lckSUP,Hanwha Life Esports,Vsta,Viego,Diana,Xin Zhao,Jayce,Nidalee
lckSUP,Hanwha Life Esports,Vsta,Viego,Diana,Xin Zhao,Ryze,Zac
lckSUP,Hanwha Life Esports,Vsta,Xin Zhao,Ryze,Diana,LeBlanc,Zoe
lckSUP,Hanwha Life Esports,Vsta,Gnar,Ryze,Lucian,Kalista,Ezreal
lckSUP,Hanwha Life Esports,Vsta,Gnar,Diana,Ryze,Kennen,Syndra
lckSUP,Hanwha Life Esports,Vsta,Xin Zhao,Diana,Irelia,Orianna,Camille
lckSUP,Hanwha Life Esports,Vsta,Xin Zhao,Diana,Irelia,Trundle,Orianna
lckSUP,Hanwha Life Esports,Vsta,Ryze,Irelia,Jayce,Syndra,Kennen
lckSUP,Hanwha Life Esports,Vsta,Ryze,Jayce,Lee Sin,Aphelios,Trundle
lckJG,Hanwha Life Esports,Willer,Kalista,Ryze,Viego,Lucian,Leona
lckJG,Hanwha Life Esports,Willer,Kalista,Ryze,Viego,Varus,Aphelios
lckJG,Hanwha Life Esports,Willer,Kalista,Varus,Ryze,Rumble,Gwen
lckJG,Hanwha Life Esports,Willer,Kalista,Varus,Ryze,Sett,Gnar
lckJG,Hanwha Life Esports,Willer,Kalista,Varus,LeBlanc,Ryze,Lee Sin
lckJG,Hanwha Life Esports,Willer,Xin Zhao,Renekton,Viego,Irelia,Kindred
lckJG,Hanwha Life Esports,Willer,Xin Zhao,Kalista,Gwen,Leona,Tahm Kench
lckJG,Hanwha Life Esports,Willer,Viego,Diana,Xin Zhao,Jayce,Nidalee
lckJG,Hanwha Life Esports,Willer,Viego,Diana,Xin Zhao,Ryze,Zac
lckJG,Hanwha Life Esports,Willer,Xin Zhao,Ryze,Diana,LeBlanc,Zoe
lckJG,Hanwha Life Esports,Willer,Gnar,Ryze,Lucian,Kalista,Ezreal
lckJG,Hanwha Life Esports,Willer,Gnar,Diana,Ryze,Kennen,Syndra
lckJG,Hanwha Life Esports,Willer,Xin Zhao,Diana,Irelia,Orianna,Camille
lckJG,Hanwha Life Esports,Willer,Xin Zhao,Diana,Irelia,Trundle,Orianna
lckJG,Hanwha Life Esports,Willer,Ryze,Irelia,Jayce,Syndra,Kennen
lckJG,Hanwha Life Esports,Willer,Ryze,Jayce,Lee Sin,Aphelios,Trundle
lckJG,Hanwha Life Esports,yoHan,Lucian,Kalista,Jayce,Rakan,Twisted Fate
lckJG,Hanwha Life Esports,yoHan,Kalista,Gwen,Lucian,Akali,Jayce
lckJG,Hanwha Life Esports,yoHan,Azir,Kalista,Ezreal,Gnar,Lee Sin
lckJG,Hanwha Life Esports,yoHan,Lulu,Kalista,Ezreal,Nautilus,Leona
lckJG,Hanwha Life Esports,yoHan,Lucian,Rumble,Nocturne,Thresh,Varus
lckJG,Hanwha Life Esports,yoHan,Renekton,Udyr,Lucian,Ezreal,Alistar
lckJG,Hanwha Life Esports,yoHan,Viego,Varus,Renekton,Jayce,Gnar
lckJG,Hanwha Life Esports,yoHan,Viego,Varus,Renekton,Tahm Kench,Rell
lckJG,Hanwha Life Esports,yoHan,Viego,Varus,Gnar,Senna,Nautilus
lckJG,Hanwha Life Esports,yoHan,Nocturne,Viego,Xin Zhao,Gwen,Rell
lckJG,Hanwha Life Esports,yoHan,Nocturne,Viego,Diana,Rell,Alistar
lcsSUP,Immortals,Destiny,Renekton,Senna,Gwen,Syndra,Orianna
lcsSUP,Immortals,Destiny,Gnar,Varus,Udyr,Nocturne,Volibear
lcsSUP,Immortals,Destiny,Lucian,Renekton,Varus,Irelia,Xin Zhao
lcsSUP,Immortals,Destiny,Gwen,Renekton,Thresh,Nautilus,Leona
lcsSUP,Immortals,Destiny,Kalista,Karma,Renekton,Ezreal,Kai'Sa
lcsSUP,Immortals,Destiny,Gangplank,Lulu,Karma,Tahm Kench,Nautilus
lcsSUP,Immortals,Destiny,Nocturne,Lucian,Lulu,Viktor,Orianna
lcsSUP,Immortals,Destiny,Gwen,Akali,Xin Zhao,Olaf,Jayce
lcsSUP,Immortals,Destiny,Gwen,Akali,Xin Zhao,Lulu,Thresh
lcsSUP,Immortals,Destiny,Kalista,Lee Sin,Gwen,Kai'Sa,Lulu
lcsSUP,Immortals,Destiny,Varus,Lee Sin,Lulu,Lucian,Renekton
lcsSUP,Immortals,Destiny,Kalista,Akali,Xin Zhao,Ziggs,Lucian
lcsSUP,Immortals,Destiny,Xin Zhao,Gwen,Thresh,Alistar,Taric
lcsSUP,Immortals,Destiny,Xin Zhao,Nocturne,Thresh,Kalista,Karma
lcsSUP,Immortals,Destiny,Xin Zhao,Akali,Renekton,Volibear,LeBlanc
lcsSUP,Immortals,Destiny,Thresh,Akali,Lucian,Ryze,Leona
lcsSUP,Immortals,Destiny,Xin Zhao,Varus,Akali,Thresh,LeBlanc
lcsSUP,Immortals,Destiny,Xin Zhao,Lucian,Nocturne,Nautilus,LeBlanc
lcsSUP,Immortals,Destiny,Xin Zhao,Gwen,Irelia,Viktor,LeBlanc
lcsSUP,Immortals,Destiny,LeBlanc,Thresh,Viego,Galio,Lucian
lcsSUP,Immortals,Destiny,Lee Sin,Irelia,Lucian,Kled,Camille
lcsSUP,Immortals,Destiny,Renekton,Irelia,Xin Zhao,Lee Sin,Gnar
lcsSUP,Immortals,Destiny,Xin Zhao,Lucian,Renekton,Nautilus,Jayce
lcsSUP,Immortals,Destiny,Xin Zhao,Gwen,Viego,Renekton,Gnar
lcsSUP,Immortals,Destiny,Renekton,Varus,Gangplank,Ashe,Aphelios
lcsSUP,Immortals,Destiny,Syndra,Xin Zhao,Thresh,Irelia,Lucian
lcsSUP,Immortals,Destiny,Syndra,Diana,Xin Zhao,Orianna,LeBlanc
lcsMID,Immortals,Insanity,Renekton,Senna,Gwen,Syndra,Orianna
lcsMID,Immortals,Insanity,Gnar,Varus,Udyr,Nocturne,Volibear
lcsMID,Immortals,Insanity,Lucian,Renekton,Varus,Irelia,Xin Zhao
lcsMID,Immortals,Insanity,Kalista,Karma,Renekton,Ezreal,Kai'Sa
lcsMID,Immortals,Insanity,Gangplank,Lulu,Karma,Tahm Kench,Nautilus
lcsMID,Immortals,Insanity,Nocturne,Lucian,Lulu,Viktor,Orianna
lcsMID,Immortals,Insanity,Gwen,Akali,Xin Zhao,Olaf,Jayce
lcsMID,Immortals,Insanity,Gwen,Akali,Xin Zhao,Lulu,Thresh
lcsMID,Immortals,Insanity,Kalista,Lee Sin,Gwen,Kai'Sa,Lulu
lcsMID,Immortals,Insanity,Varus,Lee Sin,Lulu,Lucian,Renekton
lcsMID,Immortals,Insanity,Kalista,Akali,Xin Zhao,Ziggs,Lucian
lcsMID,Immortals,Insanity,Xin Zhao,Gwen,Thresh,Alistar,Taric
lcsMID,Immortals,Insanity,Xin Zhao,Nocturne,Thresh,Kalista,Karma
lcsMID,Immortals,Insanity,Xin Zhao,Akali,Renekton,Volibear,LeBlanc
lcsMID,Immortals,Insanity,Thresh,Akali,Lucian,Ryze,Leona
lcsMID,Immortals,Insanity,Xin Zhao,Varus,Akali,Thresh,LeBlanc
lcsMID,Immortals,Insanity,Xin Zhao,Lucian,Nocturne,Nautilus,LeBlanc
lcsMID,Immortals,Insanity,Xin Zhao,Gwen,Irelia,Viktor,LeBlanc
